original_sentence,processed_sentence,target,top1_prediction,top3_predictions
我 听 过 这 <CL> <h>专辑</h> MIKI 中谷美紀,我 听 过 这 [MASK] 专辑 MIKI 中谷美紀,张,张,"张, 个, 首"
"可 刚才 一 听 到 妈妈 电话 , 才 说 几 <CL> <h>话</h> 就 想 哭 了 。","可 刚才 一 听 到 妈妈 电话 , 才 说 几 [MASK] 话 就 想 哭 了 。",句,句,"句, 个, 次"
"我 在 这里 , 农家 草鸡 汤 , 老豆腐 , 坐 等 老板 自己 腌制 的 第一 <CL> <h>咸肉</h> 我 在 这里 苏州市 吴中区","我 在 这里 , 农家 草鸡 汤 , 老豆腐 , 坐 等 老板 自己 腌制 的 第一 [MASK] 咸肉 我 在 这里 苏州市 吴中区",缸,道,"道, 口, 块"
"一早 陪 外婆 去 医院 开药 , 看到 一 <CL> 瘦小 的 <h>婆婆</h> 背 着 比 它 大 一 倍 的 老公 来 看 医生 !","一早 陪 外婆 去 医院 开药 , 看到 一 [MASK] 瘦小 的 婆婆 背 着 比 它 大 一 倍 的 老公 来 看 医生 !",个,个,"个, 位, 只"
花 了 70 <CL> 的 <h>冤枉钱</h> 。,花 了 70 [MASK] 的 冤枉钱 。,块,块,"块, 刀, 分"
"爱情 都 是 自私 的 , 有的 人 哪怕 爱情 已 成 陌路 , 也 不 愿 放 爱 一 <CL> <h>生路</h> 。","爱情 都 是 自私 的 , 有的 人 哪怕 爱情 已 成 陌路 , 也 不 愿 放 爱 一 [MASK] 生路 。",条,条,"条, 个, 片"
"哇 , 两 <CL> <h>波</h> 丧命 对攻 , 打到 光芒 四 射 !","哇 , 两 [MASK] 波 丧命 对攻 , 打到 光芒 四 射 !",队,波,"波, 个, 次"
"可敬 可爱 的 李 老师 , 是 你 引 我 走 进 知识 宝库 的 大门 , 也 是 你 把 枯燥 的 数学 变成 了 甘甜 的 清泉 , 让 我 这 <CL> <h>幼苗</h> 茁壮 成长 。","可敬 可爱 的 李 老师 , 是 你 引 我 走 进 知识 宝库 的 大门 , 也 是 你 把 枯燥 的 数学 变成 了 甘甜 的 清泉 , 让 我 这 [MASK] 幼苗 茁壮 成长 。",棵,个,"个, 棵, 颗"
"那样 很 烦 我 不 想 带 目的 的 去 接近 一 <CL> <h>人</h> 对味 就 当好 朋友 一心一意 处 , 不 对味 话多 不 必 多 说","那样 很 烦 我 不 想 带 目的 的 去 接近 一 [MASK] 人 对味 就 当好 朋友 一心一意 处 , 不 对味 话多 不 必 多 说",个,个,"个, 群, 些"
", 我 投给 了 AYUMI 这 5 <CL> <h>选项</h> 。",", 我 投给 了 AYUMI 这 5 [MASK] 选项 。",个,个,"个, 种, 项"
看来 我 不 能 不 吃早饭 10 <CL> <h>水饺</h> 下肚 好 满足 KISS,看来 我 不 能 不 吃早饭 10 [MASK] 水饺 下肚 好 满足 KISS,个,个,"个, 粒, 块"
起 了 <CL> <h>大早</h> 赶 火车,起 了 [MASK] 大早 赶 火车,个,个,"个, 起, 次"
"天 冷 的 时候 , 去 看 一 <CL> <h>英伦</h> 的 房子 。","天 冷 的 时候 , 去 看 一 [MASK] 英伦 的 房子 。",所,下,"下, 个, 些"
"集团 客户 部 有 美女 以前 从来 没 见 过 诶 , 看来 时 不时 的 还是 要 到 6 <CL> <h>晃荡</h> 晃荡 !","集团 客户 部 有 美女 以前 从来 没 见 过 诶 , 看来 时 不时 的 还是 要 到 6 [MASK] 晃荡 晃荡 !",楼,楼,"楼, 层, 点"
"幸好 找 老公 单位 安排 了 一 <CL> 迪拜 办事处 的 <h>宿舍</h> , 解决 了 大 问题 。","幸好 找 老公 单位 安排 了 一 [MASK] 迪拜 办事处 的 宿舍 , 解决 了 大 问题 。",间,个,"个, 间, 家"
这 <CL> 的 <h>明信片</h> 统一 是 新年 祝词 了 啊哈,这 [MASK] 的 明信片 统一 是 新年 祝词 了 啊哈,批,次,"次, 样, 家"
"孩子 就 是 <CL> <h>入侵者</h> , 先 是 入侵 身体 , 后来 是 入侵 生活 !","孩子 就 是 [MASK] 入侵者 , 先 是 入侵 身体 , 后来 是 入侵 生活 !",个,个,"个, 种, 些"
"所 认啊 , 喝 酒 这 <CL> <h>事儿</h> , 跟 工作 和 学习 是 一样 一样 地 。","所 认啊 , 喝 酒 这 [MASK] 事儿 , 跟 工作 和 学习 是 一样 一样 地 。",档子,回,"回, 个, 件"
"对 此 , 相关 债权人 表示 质疑 , 认为 这 是 一 <CL> <h>骗局</h> 。","对 此 , 相关 债权人 表示 质疑 , 认为 这 是 一 [MASK] 骗局 。",场,场,"场, 个, 种"
尼玛 的 我 只 坐 到 过 火车站 你 给 我 来 <CL> 中山 <h>北路</h>,尼玛 的 我 只 坐 到 过 火车站 你 给 我 来 [MASK] 中山 北路,个,个,"个, 点, 张"
三 <CL> <h>女人</h> 饿疯 了 。,三 [MASK] 女人 饿疯 了 。,个,个,"个, 位, 名"
回家 就 是 吃吃喝喝 rz 明天 还 得 跟 我 爹 一 <CL> <h>吃</h> 饭 愁 死 了 。,回家 就 是 吃吃喝喝 rz 明天 还 得 跟 我 爹 一 [MASK] 吃 饭 愁 死 了 。,起,起,"起, 块, 样"
限制级 为 4 <CL> 的 大片 http t cn <h>SaaXSy</h> 疯狂 的 赛车 请 你 原谅 我 情书 我 相信 甜蜜 的 生活 相亲齐 上阵 幸福 不 拒绝 眼泪 哈 皮 父子 山楂树 之恋 双子 神偷 疯狂 的 背后 北非 海岸 的 火焰 真 假 医生 毛毛 的 故事 罗马 帝国 沦亡 录 Badboy 特 攻,限制级 为 4 [MASK] 的 大片 http t cn SaaXSy 疯狂 的 赛车 请 你 原谅 我 情书 我 相信 甜蜜 的 生活 相亲齐 上阵 幸福 不 拒绝 眼泪 哈 皮 父子 山楂树 之恋 双子 神偷 疯狂 的 背后 北非 海岸 的 火焰 真 假 医生 毛毛 的 故事 罗马 帝国 沦亡 录 Badboy 特 攻,级,级,"级, 楼, 张"
老婆 其实 还 有 很多 话 要 说 却 一时 忘记 要 说 了 只有 默默 的 看 着 你 再 见 老婆 我 会 想 你 的 一 <CL> <h>月</h> 后 见,老婆 其实 还 有 很多 话 要 说 却 一时 忘记 要 说 了 只有 默默 的 看 着 你 再 见 老婆 我 会 想 你 的 一 [MASK] 月 后 见,个,个,"个, 些, 把"
"我 隐隐约约 听见 表哥 和 徐 媚 在 客厅 里 说 着 什么 , 接着 似乎 争吵 了 起来 , 我 挣扎 着 想 爬 起来 , 却 一 <CL> 又 <h>栽</h> 在 了 床 上 。","我 隐隐约约 听见 表哥 和 徐 媚 在 客厅 里 说 着 什么 , 接着 似乎 争吵 了 起来 , 我 挣扎 着 想 爬 起来 , 却 一 [MASK] 又 栽 在 了 床 上 。",头,头,"头, 下, 把"
看看 这 <CL> <h>混血儿</h> 混美 可 不 可 爱 啊 !,看看 这 [MASK] 混血儿 混美 可 不 可 爱 啊 !,只,个,"个, 些, 种"
"一 <CL> <h>眼睛</h> 打动 , 中国 输 了 。","一 [MASK] 眼睛 打动 , 中国 输 了 。",局,双,"双, 只, 个"
我们 三 <CL> 的 <h>家当</h> 这个 钱 蛮 好看 。,我们 三 [MASK] 的 家当 这个 钱 蛮 好看 。,个,口,"口, 个, 代"
爸爸 怕 <h>料</h> 不 够 问 那 大叔 说 一 <CL> 料 能 给 它们 吃 多久 ?,爸爸 怕 料 不 够 问 那 大叔 说 一 [MASK] 料 能 给 它们 吃 多久 ?,包,只,"只, 对, 道"
"我 只 想 做 一 <CL> 有 主见 的 女生 , 有 着 普通 的 外表 和 淡定 的 <h>灵魂</h> 。","我 只 想 做 一 [MASK] 有 主见 的 女生 , 有 着 普通 的 外表 和 淡定 的 灵魂 。",个,个,"个, 名, 位"
"我 的 简介 改为 怂月 一 <CL> <h>岩扉松</h> 径 长 寂寥 , 惟有幽人 自来 去 。","我 的 简介 改为 怂月 一 [MASK] 岩扉松 径 长 寂寥 , 惟有幽人 自来 去 。",枚,号,"号, 张, 声"
"韩国 经典 恐怖 电影人 形师 The Doll Master 2004 沈亨泽金 有 美林 恩京 五 <CL> <h>模特</h> 受到 美术馆 馆长 邀请 来到 位于 森林 的 美术馆 , 这个 美术馆 收藏 和 制作人 偶","韩国 经典 恐怖 电影人 形师 The Doll Master 2004 沈亨泽金 有 美林 恩京 五 [MASK] 模特 受到 美术馆 馆长 邀请 来到 位于 森林 的 美术馆 , 这个 美术馆 收藏 和 制作人 偶",位,位,"位, 名, 个"
"今日 士嘉堡 东区 Malvern Town Centre 的 一 <CL> <h>理发店</h> 内 遭 枪击 , 已 无 生命 迹象 , 警方 正在 寻找 疑犯 。","今日 士嘉堡 东区 Malvern Town Centre 的 一 [MASK] 理发店 内 遭 枪击 , 已 无 生命 迹象 , 警方 正在 寻找 疑犯 。",间,家,"家, 间, 个"
父母 永远 喜欢 凌驾于 子女 头 上 摆出 一 <CL> 高高 在 上 神圣 不 可 侵犯 的 <h>姿态</h> 。,父母 永远 喜欢 凌驾于 子女 头 上 摆出 一 [MASK] 高高 在 上 神圣 不 可 侵犯 的 姿态 。,副,副,"副, 个, 种"
我 才 买 了 <CL> <h>红衣吖</h> !,我 才 买 了 [MASK] 红衣吖 !,件,件,"件, 个, 条"
"今晚 我 在 丈母娘 家 里 偷 了 一 <CL> 旺仔 <h>牛奶</h> , 我 想 去 打麻 将 就 可以 拿 出来 喝 , 没 人 看到 我 就 拿 起来 塞进 衣袋 把 拉链 拉上 !","今晚 我 在 丈母娘 家 里 偷 了 一 [MASK] 旺仔 牛奶 , 我 想 去 打麻 将 就 可以 拿 出来 喝 , 没 人 看到 我 就 拿 起来 塞进 衣袋 把 拉链 拉上 !",罐,瓶,"瓶, 杯, 罐"
"昨晚 做 了 <CL> 让 我 无颜 以 对 <h>梦</h> , 梦中 的 我 竟然 对 怀中 的 他 说 我 好 怕 死 , 如果 我 死 了 , 你 会 陪 我 一起 吗 ?","昨晚 做 了 [MASK] 让 我 无颜 以 对 梦 , 梦中 的 我 竟然 对 怀中 的 他 说 我 好 怕 死 , 如果 我 死 了 , 你 会 陪 我 一起 吗 ?",个,个,"个, 次, 场"
下 <CL> 的 <h>酒</h> 在 龙年,下 [MASK] 的 酒 在 龙年,次,面,"面, 次, 口"
"测测 能 代表 你 2012 运势 的 字 掐指一算 , 测 出来 是萌 , 解读 为 瞬间 勾萌 , 万千 宠爱 于 一身 , 一 <CL> <h>受宠</h> 。","测测 能 代表 你 2012 运势 的 字 掐指一算 , 测 出来 是萌 , 解读 为 瞬间 勾萌 , 万千 宠爱 于 一身 , 一 [MASK] 受宠 。",世,路,"路, 起, 身"
我 就 是 一 <CL> <h>白痴</h> 。,我 就 是 一 [MASK] 白痴 。,个,个,"个, 群, 只"
"我 竟然 是 最后 一 <CL> 离开 公司 的 <h>人</h> , 要 不 要 这样 敬业 啊 , 关 电脑 关灯 关门 , 明年 见 啦 福 到 啦 招财","我 竟然 是 最后 一 [MASK] 离开 公司 的 人 , 要 不 要 这样 敬业 啊 , 关 电脑 关灯 关门 , 明年 见 啦 福 到 啦 招财",个,个,"个, 位, 次"
是 一 <CL> 以 雄险 的 山景 为 主体 特色 并 具有 一定 历史 文化 内涵 的 山岳型 国家级 风景 <h>名胜区</h> 。,是 一 [MASK] 以 雄险 的 山景 为 主体 特色 并 具有 一定 历史 文化 内涵 的 山岳型 国家级 风景 名胜区 。,处,个,"个, 处, 座"
"外婆 终于 可以 睡 <CL> 好 觉 了 粑粑 还 是 睡 的 那么 <h>香</h> , 任凭 宝宝 哭 得 再 响 都 听 不 到 。","外婆 终于 可以 睡 [MASK] 好 觉 了 粑粑 还 是 睡 的 那么 香 , 任凭 宝宝 哭 得 再 响 都 听 不 到 。",个,个,"个, 回, 顿"
"壮观 看 中国 10 大 地标 <h>建筑</h> 水 立方 不仅 是 一 <CL> 优美 和 复杂 的 建筑 , 她 还 能 激发 人们 的 灵感 和 热情 , 丰富 人们 的 生活 , 为 人们 提供 记忆 的 载体 。","壮观 看 中国 10 大 地标 建筑 水 立方 不仅 是 一 [MASK] 优美 和 复杂 的 建筑 , 她 还 能 激发 人们 的 灵感 和 热情 , 丰富 人们 的 生活 , 为 人们 提供 记忆 的 载体 。",幢,个,"个, 种, 座"
水 为 财 一 <CL> 水 鱼 <h>从化</h> 来,水 为 财 一 [MASK] 水 鱼 从化 来,班,般,"般, 道, 个"
"祝福 你 , 愿 你 有 <CL> 安详 的 <h>晚年</h> 。","祝福 你 , 愿 你 有 [MASK] 安详 的 晚年 。",个,个,"个, 份, 段"
发表 了 博文 死亡 真相 死亡 真相 死后 是否 会 到 另 一 <CL> <h>世界</h> 继续 生存 ?,发表 了 博文 死亡 真相 死亡 真相 死后 是否 会 到 另 一 [MASK] 世界 继续 生存 ?,个,个,"个, 种, 片"
失眠 啊 完全 没有 睡意 肿么 办 各 <CL> <h>听</h> 没 效果 干瞪眼 儿 中,失眠 啊 完全 没有 睡意 肿么 办 各 [MASK] 听 没 效果 干瞪眼 儿 中,种,种,"种, 位, 个"
今日 一 <CL> <h>人</h> 去 细 姨屋 企玩 !,今日 一 [MASK] 人 去 细 姨屋 企玩 !,家,行,"行, 家, 个"
"如果 可以 拥有 一 <CL> 特异 <h>功能</h> , 我 想 要 瞬间 转移","如果 可以 拥有 一 [MASK] 特异 功能 , 我 想 要 瞬间 转移",项,个,"个, 种, 些"
跟 着 我 的 三 <CL> <h>女人</h> 媳妇 闺女 和 丈母娘 一起 过 大年 。,跟 着 我 的 三 [MASK] 女人 媳妇 闺女 和 丈母娘 一起 过 大年 。,个,个,"个, 位, 种"
"在 一 <CL> 上升 的 <h>趋势</h> 中 , 你 选择 做 多 , 正确 的 几率 会 很 大 , 失败 的 几 率 却 很 低 。","在 一 [MASK] 上升 的 趋势 中 , 你 选择 做 多 , 正确 的 几率 会 很 大 , 失败 的 几 率 却 很 低 。",波,个,"个, 种, 波"
"谁 来 一 <CL> <h>打晕</h> 我 , 这样 明天 就 不 用 上班 啦","谁 来 一 [MASK] 打晕 我 , 这样 明天 就 不 用 上班 啦",拳,把,"把, 个, 下"
"表面 相敬如宾 , 暗地 互 称 傻逼 这 是 一 <CL> 什么 <h>境界</h> ?","表面 相敬如宾 , 暗地 互 称 傻逼 这 是 一 [MASK] 什么 境界 ?",种,种,"种, 个, 门"
"国际 影星 汤唯 受邀 赴 台 担任 台北 电影节 颁奖人 , 7 月 9 日 她 出席 主演 的 电影 晚秋 记者会 , 再度 被 问及 那 一 <CL> 长 达 5 分钟 的 <h>吻戏</h> 时 , 汤唯 忆起 拍摄 过程 , 直言玄彬 很 害羞 。","国际 影星 汤唯 受邀 赴 台 担任 台北 电影节 颁奖人 , 7 月 9 日 她 出席 主演 的 电影 晚秋 记者会 , 再度 被 问及 那 一 [MASK] 长 达 5 分钟 的 吻戏 时 , 汤唯 忆起 拍摄 过程 , 直言玄彬 很 害羞 。",幕,场,"场, 段, 幕"
"鞭炮声 阻挡 不 了 我 的 事业 , 一 觉 睡 了 十七 <CL> <h>小时</h> , 新 纪录 啊","鞭炮声 阻挡 不 了 我 的 事业 , 一 觉 睡 了 十七 [MASK] 小时 , 新 纪录 啊",个,个,"个, 分, 点"
"公司 5 <CL> <h>蔓延</h> 着 很 诡异 , 危机感 浓烈 的 气氛 。","公司 5 [MASK] 蔓延 着 很 诡异 , 危机感 浓烈 的 气氛 。",楼,楼,"楼, 号, 层"
"快 过年 了 , 打算 在 网 上 买 我 鬼妞 的 一 <CL> <h>书</h> , 好好 犒劳 下 自己 , 因为 我们 这 木 有 卖妞 的 东西","快 过年 了 , 打算 在 网 上 买 我 鬼妞 的 一 [MASK] 书 , 好好 犒劳 下 自己 , 因为 我们 这 木 有 卖妞 的 东西",本,本,"本, 些, 套"
"一 <CL> <h>带毛</h> 的 大痣长 那里 , 就 知道 传 是非 , 挑拨 离间 。","一 [MASK] 带毛 的 大痣长 那里 , 就 知道 传 是非 , 挑拨 离间 。",颗,颗,"颗, 个, 些"
复习 概率 的 孩子 看到 亨利 站 在 温布利 球场 重新 穿上 阿森纳 的 队服 心底 就 是 一 <CL> 莫名 的 <h>感动</h> 啊 welcome home henry,复习 概率 的 孩子 看到 亨利 站 在 温布利 球场 重新 穿上 阿森纳 的 队服 心底 就 是 一 [MASK] 莫名 的 感动 啊 welcome home henry,阵,种,"种, 阵, 股"
看 你 曾经 看 过 无数 <CL> 的 <h>风景</h> 。,看 你 曾经 看 过 无数 [MASK] 的 风景 。,遍,次,"次, 遍, 样"
"下文 男生 对 昨夜 球场 摆酷 , 看见 恐龙 撞 <h>树</h> , 恐怖 恐怖 , 可怜 那 <CL> 小 树 !","下文 男生 对 昨夜 球场 摆酷 , 看见 恐龙 撞 树 , 恐怖 恐怖 , 可怜 那 [MASK] 小 树 !",棵,对,"对, 口, 只"
我 在 爱奇艺 高清 看 了 铠甲 勇士 刑天 第 60 <CL> 最后 的 <h>战役</h> 分享 自,我 在 爱奇艺 高清 看 了 铠甲 勇士 刑天 第 60 [MASK] 最后 的 战役 分享 自,集,集,"集, 章, 回"
"发表 了 博文 播阳镇 人民 政府 助纣为虐 见证 地方 邪恶 势力 以 有碍 风水 强拆 的 合法性 播阳镇 人民 政府 助纣为虐 见证 地方 邪恶 势力 以 有碍 风水 强拆 的 合法性 今天 早上 上网 , 映入 眼帘 的 第一 <CL> <h>新闻</h> 就 是 村委","发表 了 博文 播阳镇 人民 政府 助纣为虐 见证 地方 邪恶 势力 以 有碍 风水 强拆 的 合法性 播阳镇 人民 政府 助纣为虐 见证 地方 邪恶 势力 以 有碍 风水 强拆 的 合法性 今天 早上 上网 , 映入 眼帘 的 第一 [MASK] 新闻 就 是 村委",则,条,"条, 个, 则"
"不 是么 , 一 <CL> 的 梨花带 <h>雨</h> , 一 宿宿 的 夜不成眠 , 以及 所有 的 惆怅 迷茫 , 困惑 忧伤 , 狠狠 的 冲刷 着 我 的 内心 , 最终 现出 梦想 的 俊朗 模样 , 留 这 更 坚实 的 部分 陪 我 颠沛流离 , 斩 获 希望 。","不 是么 , 一 [MASK] 的 梨花带 雨 , 一 宿宿 的 夜不成眠 , 以及 所有 的 惆怅 迷茫 , 困惑 忧伤 , 狠狠 的 冲刷 着 我 的 内心 , 最终 现出 梦想 的 俊朗 模样 , 留 这 更 坚实 的 部分 陪 我 颠沛流离 , 斩 获 希望 。",次,路,"路, 次, 季"
执 着 这 两 <CL> <h>字</h> 有 这么 难 吗,执 着 这 两 [MASK] 字 有 这么 难 吗,个,个,"个, 行, 笔"
施华洛世奇 旋转 水滴 批发 60203800 元 近期 售出 2 <CL> <h>地址</h>,施华洛世奇 旋转 水滴 批发 60203800 元 近期 售出 2 [MASK] 地址,件,个,"个, 家, 处"
"一 <CL> <h>狼籍</h> , 一边 收拾 一边呕","一 [MASK] 狼籍 , 一边 收拾 一边呕",片,片,"片, 身, 脸"
"如果 我 是 導演 , 跳兩 <CL> <h>就夠</h> 了 中時 20120113","如果 我 是 導演 , 跳兩 [MASK] 就夠 了 中時 20120113",次,次,"次, 段, 幕"
"脑海 转瞬 即逝 学时 嬉戏 雪地 画面 让 心生 一 <CL> <h>波澜</h> , 但 很 快 回复 平静 。","脑海 转瞬 即逝 学时 嬉戏 雪地 画面 让 心生 一 [MASK] 波澜 , 但 很 快 回复 平静 。",季,丝,"丝, 阵, 股"
"哈哈 , 刚才 做 了 一 <CL> 52 心理 年龄 <h>测试</h> , 发现 我 的 心理 年龄 27 岁 , 与 我 的 实际 年龄 相差 5 岁 。","哈哈 , 刚才 做 了 一 [MASK] 52 心理 年龄 测试 , 发现 我 的 心理 年龄 27 岁 , 与 我 的 实际 年龄 相差 5 岁 。",次,个,"个, 次, 些"
上传 了 1 <CL> <h>照片</h> 到 相册 我们 仨,上传 了 1 [MASK] 照片 到 相册 我们 仨,张,张,"张, 个, 幅"
如果 有幸 我 想 嫁给 一 <CL> 会 照相 的 <h>人</h> 他 不 一定 是 摄影师 但是 在 他 眼 里 我 是 最 美 的 风景 。,如果 有幸 我 想 嫁给 一 [MASK] 会 照相 的 人 他 不 一定 是 摄影师 但是 在 他 眼 里 我 是 最 美 的 风景 。,个,个,"个, 位, 名"
爆潮 VANS ERA 海蓝 浅蓝 配色 显 的 超级 清爽 干净 HF 钢印 大 底 尺码 37 <CL> 内 长 235 特价 298 样品 <h>鞋</h>,爆潮 VANS ERA 海蓝 浅蓝 配色 显 的 超级 清爽 干净 HF 钢印 大 底 尺码 37 [MASK] 内 长 235 特价 298 样品 鞋,码,码,"码, 号, 身"
你们 还 有 几 <CL> <h>草莓</h> 啊 ?,你们 还 有 几 [MASK] 草莓 啊 ?,锅,个,"个, 棵, 颗"
昨晚 做 了 一 <CL> 奇怪 的 <h>梦但</h> 景色 狠 美 。,昨晚 做 了 一 [MASK] 奇怪 的 梦但 景色 狠 美 。,个,个,"个, 场, 些"
"怕 我 爱 的 人 不 出现 , 出现 的 人 不 喜欢 , 又 不 愿 改变 对 爱 的 执着 , 静静 地 等待 着 那 <CL> <h>天荒地老</h> 。","怕 我 爱 的 人 不 出现 , 出现 的 人 不 喜欢 , 又 不 愿 改变 对 爱 的 执着 , 静静 地 等待 着 那 [MASK] 天荒地老 。",份,个,"个, 份, 些"
我 竟然 被 <CL> <h>惊心</h> 感动 的 哭哭啼啼 !,我 竟然 被 [MASK] 惊心 感动 的 哭哭啼啼 !,步,家,"家, 所, 点"
怎么 感觉 在 说 某 <CL> <h>学院</h> ?,怎么 感觉 在 说 某 [MASK] 学院 ?,间,个,"个, 些, 所"
"我 哥们 说 他们 全家 在 攒钱 买 骨灰盒 和 <h>坟地</h> , 想 活 这 住 得 憋许 , 死 了 弄 <CL> 宽敞 的 盒子 和 坟地 , 也 装会爷 。","我 哥们 说 他们 全家 在 攒钱 买 骨灰盒 和 坟地 , 想 活 这 住 得 憋许 , 死 了 弄 [MASK] 宽敞 的 盒子 和 坟地 , 也 装会爷 。",个,下,"下, 点, 个"
闻到 那 <CL> <h>酒味</h> 真心 喝 不 下去 !,闻到 那 [MASK] 酒味 真心 喝 不 下去 !,股,股,"股, 种, 点"
"吃 咖啡 额宁 年年 要 闻 着 那 <CL> 刺鼻 的 大蒜 <h>味儿</h> , 痛苦 得来 一 天 世界 !","吃 咖啡 额宁 年年 要 闻 着 那 [MASK] 刺鼻 的 大蒜 味儿 , 痛苦 得来 一 天 世界 !",股,股,"股, 种, 些"
"迪斯尼 的 一旦 里面 有 缺货 的 , 给 我 一 <CL> 25 <h>off</h> 的 code , 又 来 诱惑 我","迪斯尼 的 一旦 里面 有 缺货 的 , 给 我 一 [MASK] 25 off 的 code , 又 来 诱惑 我",个,个,"个, 张, 套"
ZARA 进门 就 是 两 <CL> 穿 了 打折 的 <h>模特</h> 哈哈,ZARA 进门 就 是 两 [MASK] 穿 了 打折 的 模特 哈哈,排,个,"个, 位, 名"
知 不 知道 是 什么 棉花糖 啊 物 <CL> <h>去</h>,知 不 知道 是 什么 棉花糖 啊 物 [MASK] 去,块,件,"件, 种, 等"
明天 上 完 最后 一 <CL> <h>班</h> !,明天 上 完 最后 一 [MASK] 班 !,个,个,"个, 堂, 节"
", 我 投给 了 金贤 重 这 3 <CL> <h>选项</h> 。",", 我 投给 了 金贤 重 这 3 [MASK] 选项 。",个,个,"个, 种, 项"
", 我 投给 了 文科 给力 这 1 <CL> <h>选项</h> 。",", 我 投给 了 文科 给力 这 1 [MASK] 选项 。",个,个,"个, 项, 种"
"江西 九江 龙 凤 胎 一 死 一 伤 1 月 10 日 , 都 昌 周溪镇 家家福 超市 门 前 摆放 着 一 <CL> 男婴 <h>尸体</h> , 身边 是 圣元 优 博 奶粉 。","江西 九江 龙 凤 胎 一 死 一 伤 1 月 10 日 , 都 昌 周溪镇 家家福 超市 门 前 摆放 着 一 [MASK] 男婴 尸体 , 身边 是 圣元 优 博 奶粉 。",具,具,"具, 个, 张"
"小 废物 于 大 废物 没有 分开 , 只是 她们 去 了 另外 一 <CL> <h>空间</h> 。","小 废物 于 大 废物 没有 分开 , 只是 她们 去 了 另外 一 [MASK] 空间 。",个,个,"个, 片, 种"
"我 今天 从 龙湖 西苑 走路 到 软件园 , 那 不 是 一般 两 <CL> 的 <h>远</h> 。","我 今天 从 龙湖 西苑 走路 到 软件园 , 那 不 是 一般 两 [MASK] 的 远 。",般,步,"步, 点, 分"
2012 春运 我 觉得 28 <CL> <h>放票</h> 就 该 实名制 怎么 就 不 怕 垄断 老百姓 就 不 怕 买 不 到 票 了,2012 春运 我 觉得 28 [MASK] 放票 就 该 实名制 怎么 就 不 怕 垄断 老百姓 就 不 怕 买 不 到 票 了,号,号,"号, 点, 分"
推荐 一 <CL> 纯 音乐 风 居住 的 街道 <h>风住街</h>,推荐 一 [MASK] 纯 音乐 风 居住 的 街道 风住街,曲,条,"条, 些, 个"
今 个儿 终于 睡 了 <CL> <h>懒觉</h> 。,今 个儿 终于 睡 了 [MASK] 懒觉 。,个,个,"个, 点, 些"
对 说亲 你 加 我们 QQ 群 一起 <h>玩</h> 你 画 我 猜 我们 需要 你 这 <CL> 高 玩 !,对 说亲 你 加 我们 QQ 群 一起 玩 你 画 我 猜 我们 需要 你 这 [MASK] 高 玩 !,位,群,"群, 名, 号"
逗 馒头 大 笑 秘笈 1 做 鬼 脸 2 <CL> <h>怪声</h> 3 做 鬼 脸 加发 怪声 。,逗 馒头 大 笑 秘笈 1 做 鬼 脸 2 [MASK] 怪声 3 做 鬼 脸 加发 怪声 。,发,发,"发, 个, 点"
"南方 周末 在 哈佛 谈 辛亥 辛亥 革命 100 周年 , 正 值 哈佛 建校 375 年 纪念 , 哈佛 大学 一 周 之内 连续 举办 了 两 <CL> 有关 辛亥 革命 的 <h>研讨会</h> 。","南方 周末 在 哈佛 谈 辛亥 辛亥 革命 100 周年 , 正 值 哈佛 建校 375 年 纪念 , 哈佛 大学 一 周 之内 连续 举办 了 两 [MASK] 有关 辛亥 革命 的 研讨会 。",场,次,"次, 场, 届"
", 我 投给 了 王珞丹 据说 开场 舞 这 1 <CL> <h>选项</h> 。",", 我 投给 了 王珞丹 据说 开场 舞 这 1 [MASK] 选项 。",个,个,"个, 项, 种"
"在 我 生日 这 一 天 替 你 许 <CL> <h>愿</h> , 祝 你 有 风 无 浪 你 懂 的 !","在 我 生日 这 一 天 替 你 许 [MASK] 愿 , 祝 你 有 风 无 浪 你 懂 的 !",个,个,"个, 下, 些"
iPhone 4S 今日 开售 看 着 那些 排队 去 买 4 s 的 人 真的 跟 穷 二 <CL> 没什么 <h>两样</h>,iPhone 4S 今日 开售 看 着 那些 排队 去 买 4 s 的 人 真的 跟 穷 二 [MASK] 没什么 两样,代,代,"代, 辈, 下"
"成 一 <CL> 人物 <h>小品</h> , 款 为 诸法无相 , 能 除 一切 苦 。","成 一 [MASK] 人物 小品 , 款 为 诸法无相 , 能 除 一切 苦 。",张,幅,"幅, 个, 篇"
下午 三节 <h>课</h> 两 <CL> 课 看 电影 哈哈,下午 三节 课 两 [MASK] 课 看 电影 哈哈,节,节,"节, 个, 堂"
"想到 我 八月 了 的 大 熱天 下午 三點 <h>去</h> 拿 花 , 三 <CL> 去 仟吉領 蛋糕 , 自己 選半天 的 香水 和 裙子 , 為除 了 我 媽以外 的 人 策划 半個月 的 生日 。","想到 我 八月 了 的 大 熱天 下午 三點 去 拿 花 , 三 [MASK] 去 仟吉領 蛋糕 , 自己 選半天 的 香水 和 裙子 , 為除 了 我 媽以外 的 人 策划 半個月 的 生日 。",次,点,"点, 班, 分"
U <CL> 坏 <h>左</h> 啊 。,U [MASK] 坏 左 啊 。,盘,点,"点, 个, 发"
