new_index,original_sentence,target,top1_prediction,top1_log_probability,top3_predictions,top3_log_probabilities
1539,老婆 其实 还 有 很多 话 要 说 却 一时 忘记 要 说 了 只有 默默 的 看 着 你 再 见 老婆 我 会 想 你 的 一 <CL> 月 后 见,个,个,-1.6320910453796387,"个, 起, 辈","-1.6321, -2.4198, -2.5902"
1540,"我 隐隐约约 听见 表哥 和 徐 媚 在 客厅 里 说 着 什么 , 接着 似乎 争吵 了 起来 , 我 挣扎 着 想 爬 起来 , 却 一 <CL> 又 栽 在 了 床 上 。",头,阵,-1.1236495971679688,"阵, 个, 声","-1.1236, -2.2563, -2.5225"
1541,看看 这 <CL> 混血儿 混美 可 不 可 爱 啊 !,只,部,-1.7957971096038818,"部, 些, 等","-1.7958, -2.4473, -2.7666"
1542,"一 <CL> 眼睛 打动 , 中国 输 了 。",局,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
1543,我们 三 <CL> 的 家当 这个 钱 蛮 好看 。,个,个,-0.10459425300359726,"个, 位, 口","-0.1046, -3.5442, -4.0966"
1544,爸爸 怕 料 不 够 问 那 大叔 说 一 <CL> 料 能 给 它们 吃 多久 ?,包,下,-0.9758622646331787,"下, 句, 个","-0.9759, -1.4525, -2.4726"
1545,"我 只 想 做 一 <CL> 有 主见 的 女生 , 有 着 普通 的 外表 和 淡定 的 灵魂 。",个,个,-0.576423704624176,"个, 些, 件","-0.5764, -3.0036, -3.0039"
1546,"我 的 简介 改为 怂月 一 <CL> 岩扉松 径 长 寂寥 , 惟有幽人 自来 去 。",枚,号,-0.14542509615421295,"号, 起, 次","-0.1454, -3.9391, -4.1880"
1547,"韩国 经典 恐怖 电影人 形师 The Doll Master 2004 沈亨泽金 有 美林 恩京 五 <CL> 模特 受到 美术馆 馆长 邀请 来到 位于 森林 的 美术馆 , 这个 美术馆 收藏 和 制作人 偶",位,世,-2.1660196781158447,"世, 位, 代","-2.1660, -2.3294, -2.4796"
1548,"今日 士嘉堡 东区 Malvern Town Centre 的 一 <CL> 理发店 内 遭 枪击 , 已 无 生命 迹象 , 警方 正在 寻找 疑犯 。",间,个,-0.5207887887954712,"个, 部, 段","-0.5208, -1.9306, -3.1207"
1549,父母 永远 喜欢 凌驾于 子女 头 上 摆出 一 <CL> 高高 在 上 神圣 不 可 侵犯 的 姿态 。,副,个,-1.2272847890853882,"个, 副, 张","-1.2273, -2.0661, -2.5492"
1550,我 才 买 了 <CL> 红衣吖 !,件,个,-1.706688642501831,"个, 台, 本","-1.7067, -2.7566, -2.9065"
1551,"今晚 我 在 丈母娘 家 里 偷 了 一 <CL> 旺仔 牛奶 , 我 想 去 打麻 将 就 可以 拿 出来 喝 , 没 人 看到 我 就 拿 起来 塞进 衣袋 把 拉链 拉上 !",罐,件,-1.5472967624664307,"件, 个, 套","-1.5473, -2.3345, -2.5837"
1552,"昨晚 做 了 <CL> 让 我 无颜 以 对 梦 , 梦中 的 我 竟然 对 怀中 的 他 说 我 好 怕 死 , 如果 我 死 了 , 你 会 陪 我 一起 吗 ?",个,本,-1.3699421882629395,"本, 个, 对","-1.3699, -1.9418, -2.9901"
1553,下 <CL> 的 酒 在 龙年,次,部,-2.257434129714966,"部, 家, 本","-2.2574, -2.3107, -2.4347"
1554,"测测 能 代表 你 2012 运势 的 字 掐指一算 , 测 出来 是萌 , 解读 为 瞬间 勾萌 , 万千 宠爱 于 一身 , 一 <CL> 受宠 。",世,个,-1.3315978050231934,"个, 张, 起","-1.3316, -2.7419, -2.8110"
1555,我 就 是 一 <CL> 白痴 。,个,本,-1.7237820625305176,"本, 家, 个","-1.7238, -2.1064, -2.6095"
1556,"我 竟然 是 最后 一 <CL> 离开 公司 的 人 , 要 不 要 这样 敬业 啊 , 关 电脑 关灯 关门 , 明年 见 啦 福 到 啦 招财",个,个,-1.898604393005371,"个, 次, 家","-1.8986, -2.8110, -3.0232"
1557,是 一 <CL> 以 雄险 的 山景 为 主体 特色 并 具有 一定 历史 文化 内涵 的 山岳型 国家级 风景 名胜区 。,处,家,-2.4843943119049072,"家, 所, 行","-2.4844, -2.8718, -3.1814"
1558,"外婆 终于 可以 睡 <CL> 好 觉 了 粑粑 还 是 睡 的 那么 香 , 任凭 宝宝 哭 得 再 响 都 听 不 到 。",个,个,-1.9918779134750366,"个, 家, 次","-1.9919, -2.0601, -2.3349"
1559,"壮观 看 中国 10 大 地标 建筑 水 立方 不仅 是 一 <CL> 优美 和 复杂 的 建筑 , 她 还 能 激发 人们 的 灵感 和 热情 , 丰富 人们 的 生活 , 为 人们 提供 记忆 的 载体 。",幢,个,-0.274999737739563,"个, 座, 种","-0.2750, -2.2877, -3.3623"
1560,水 为 财 一 <CL> 水 鱼 从化 来,班,分,-1.5214345455169678,"分, 般, 行","-1.5214, -2.5297, -2.6930"
1561,"祝福 你 , 愿 你 有 <CL> 安详 的 晚年 。",个,个,-0.9902597665786743,"个, 家, 份","-0.9903, -1.9822, -2.7256"
1562,发表 了 博文 死亡 真相 死亡 真相 死后 是否 会 到 另 一 <CL> 世界 继续 生存 ?,个,个,-0.38786861300468445,"个, 种, 位","-0.3879, -3.0999, -3.4286"
1563,失眠 啊 完全 没有 睡意 肿么 办 各 <CL> 听 没 效果 干瞪眼 儿 中,种,位,-0.669876217842102,"位, 种, 个","-0.6699, -0.8083, -3.5612"
1564,今日 一 <CL> 人 去 细 姨屋 企玩 !,家,本,-0.7848784923553467,"本, 个, 下","-0.7849, -2.9949, -3.5012"
1565,"如果 可以 拥有 一 <CL> 特异 功能 , 我 想 要 瞬间 转移",项,个,-1.6440995931625366,"个, 所, 本","-1.6441, -2.9257, -2.9510"
1566,跟 着 我 的 三 <CL> 女人 媳妇 闺女 和 丈母娘 一起 过 大年 。,个,个,-1.4547863006591797,"个, 步, 分","-1.4548, -2.7402, -3.0502"
1567,"在 一 <CL> 上升 的 趋势 中 , 你 选择 做 多 , 正确 的 几率 会 很 大 , 失败 的 几 率 却 很 低 。",波,部,-2.2757019996643066,"部, 家, 本","-2.2757, -2.3135, -2.4230"
1568,"谁 来 一 <CL> 打晕 我 , 这样 明天 就 不 用 上班 啦",拳,杯,-1.3809187412261963,"杯, 个, 起","-1.3809, -1.6100, -2.3995"
1569,"表面 相敬如宾 , 暗地 互 称 傻逼 这 是 一 <CL> 什么 境界 ?",种,个,-1.2298589944839478,"个, 种, 部","-1.2299, -1.9977, -2.1734"
1570,"国际 影星 汤唯 受邀 赴 台 担任 台北 电影节 颁奖人 , 7 月 9 日 她 出席 主演 的 电影 晚秋 记者会 , 再度 被 问及 那 一 <CL> 长 达 5 分钟 的 吻戏 时 , 汤唯 忆起 拍摄 过程 , 直言玄彬 很 害羞 。",幕,个,-1.687865972518921,"个, 部, 次","-1.6879, -1.9550, -2.3258"
1571,"鞭炮声 阻挡 不 了 我 的 事业 , 一 觉 睡 了 十七 <CL> 小时 , 新 纪录 啊",个,分,-0.6698304414749146,"分, 点, 个","-0.6698, -1.8602, -2.0425"
1572,"公司 5 <CL> 蔓延 着 很 诡异 , 危机感 浓烈 的 气氛 。",楼,家,-1.4522438049316406,"家, 个, 分","-1.4522, -1.7764, -2.7420"
1573,"快 过年 了 , 打算 在 网 上 买 我 鬼妞 的 一 <CL> 书 , 好好 犒劳 下 自己 , 因为 我们 这 木 有 卖妞 的 东西",本,套,-1.4008910655975342,"套, 件, 些","-1.4009, -1.5343, -2.3236"
1574,"一 <CL> 带毛 的 大痣长 那里 , 就 知道 传 是非 , 挑拨 离间 。",颗,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
1575,复习 概率 的 孩子 看到 亨利 站 在 温布利 球场 重新 穿上 阿森纳 的 队服 心底 就 是 一 <CL> 莫名 的 感动 啊 welcome home henry,阵,种,-0.7924948334693909,"种, 个, 阵","-0.7925, -1.7066, -2.3416"
1576,看 你 曾经 看 过 无数 <CL> 的 风景 。,遍,次,-0.1365928053855896,"次, 个, 眼","-0.1366, -2.6252, -4.7854"
1577,"下文 男生 对 昨夜 球场 摆酷 , 看见 恐龙 撞 树 , 恐怖 恐怖 , 可怜 那 <CL> 小 树 !",棵,个,-0.5398141145706177,"个, 位, 些","-0.5398, -2.0999, -3.4308"
1578,我 在 爱奇艺 高清 看 了 铠甲 勇士 刑天 第 60 <CL> 最后 的 战役 分享 自,集,集,-0.04993775114417076,"集, 季, 章","-0.0499, -3.8183, -4.3922"
1579,"发表 了 博文 播阳镇 人民 政府 助纣为虐 见证 地方 邪恶 势力 以 有碍 风水 强拆 的 合法性 播阳镇 人民 政府 助纣为虐 见证 地方 邪恶 势力 以 有碍 风水 强拆 的 合法性 今天 早上 上网 , 映入 眼帘 的 第一 <CL> 新闻 就 是 村委",则,张,-1.2362356185913086,"张, 页, 个","-1.2362, -1.9036, -2.4218"
1580,"不 是么 , 一 <CL> 的 梨花带 雨 , 一 宿宿 的 夜不成眠 , 以及 所有 的 惆怅 迷茫 , 困惑 忧伤 , 狠狠 的 冲刷 着 我 的 内心 , 最终 现出 梦想 的 俊朗 模样 , 留 这 更 坚实 的 部分 陪 我 颠沛流离 , 斩 获 希望 。",次,家,-2.8106279373168945,"家, 本, 个","-2.8106, -2.8854, -3.0597"
1581,执 着 这 两 <CL> 字 有 这么 难 吗,个,个,-0.9620838165283203,"个, 句, 件","-0.9621, -2.2204, -2.4455"
1582,施华洛世奇 旋转 水滴 批发 60203800 元 近期 售出 2 <CL> 地址,件,件,-1.13958740234375,"件, 个, 张","-1.1396, -1.4938, -3.0608"
1583,"一 <CL> 狼籍 , 一边 收拾 一边呕",片,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
1584,"如果 我 是 導演 , 跳兩 <CL> 就夠 了 中時 20120113",次,次,-1.25980544090271,"次, 下, 段","-1.2598, -1.3995, -1.7554"
1585,"脑海 转瞬 即逝 学时 嬉戏 雪地 画面 让 心生 一 <CL> 波澜 , 但 很 快 回复 平静 。",季,种,-1.3227291107177734,"种, 个, 片","-1.3227, -1.9853, -2.0572"
1586,"哈哈 , 刚才 做 了 一 <CL> 52 心理 年龄 测试 , 发现 我 的 心理 年龄 27 岁 , 与 我 的 实际 年龄 相差 5 岁 。",次,个,-1.2132775783538818,"个, 次, 下","-1.2133, -1.8908, -2.1740"
1587,上传 了 1 <CL> 照片 到 相册 我们 仨,张,本,-1.494774580001831,"本, 个, 下","-1.4948, -2.3748, -2.9671"
1588,如果 有幸 我 想 嫁给 一 <CL> 会 照相 的 人 他 不 一定 是 摄影师 但是 在 他 眼 里 我 是 最 美 的 风景 。,个,个,-0.17650099098682404,"个, 位, 名","-0.1765, -2.1681, -4.7202"
1589,爆潮 VANS ERA 海蓝 浅蓝 配色 显 的 超级 清爽 干净 HF 钢印 大 底 尺码 37 <CL> 内 长 235 特价 298 样品 鞋,码,码,-1.7048369646072388,"码, 号, 个","-1.7048, -1.7829, -2.8890"
1590,你们 还 有 几 <CL> 草莓 啊 ?,锅,些,-1.9594027996063232,"些, 本, 个","-1.9594, -2.5076, -2.7353"
1591,昨晚 做 了 一 <CL> 奇怪 的 梦但 景色 狠 美 。,个,本,-1.47184419631958,"本, 个, 对","-1.4718, -1.7212, -3.2917"
1592,"怕 我 爱 的 人 不 出现 , 出现 的 人 不 喜欢 , 又 不 愿 改变 对 爱 的 执着 , 静静 地 等待 着 那 <CL> 天荒地老 。",份,个,-0.8786211609840393,"个, 些, 份","-0.8786, -1.4563, -1.6606"
1593,我 竟然 被 <CL> 惊心 感动 的 哭哭啼啼 !,步,套,-2.6349785327911377,"套, 发, 封","-2.6350, -2.6739, -2.9117"
1594,怎么 感觉 在 说 某 <CL> 学院 ?,间,个,-1.2649061679840088,"个, 种, 位","-1.2649, -1.4260, -2.3877"
1595,"我 哥们 说 他们 全家 在 攒钱 买 骨灰盒 和 坟地 , 想 活 这 住 得 憋许 , 死 了 弄 <CL> 宽敞 的 盒子 和 坟地 , 也 装会爷 。",个,个,-0.4325665235519409,"个, 些, 点","-0.4326, -2.6292, -3.5978"
1596,闻到 那 <CL> 酒味 真心 喝 不 下去 !,股,次,-1.9394452571868896,"次, 个, 道","-1.9394, -2.6089, -2.6688"
1597,"吃 咖啡 额宁 年年 要 闻 着 那 <CL> 刺鼻 的 大蒜 味儿 , 痛苦 得来 一 天 世界 !",股,些,-1.0671255588531494,"些, 股, 种","-1.0671, -1.6028, -2.1000"
1598,"迪斯尼 的 一旦 里面 有 缺货 的 , 给 我 一 <CL> 25 off 的 code , 又 来 诱惑 我",个,个,-0.7211706042289734,"个, 张, 些","-0.7212, -3.1483, -3.2891"
1599,ZARA 进门 就 是 两 <CL> 穿 了 打折 的 模特 哈哈,排,个,-1.397301197052002,"个, 条, 张","-1.3973, -1.7785, -1.8553"
1600,知 不 知道 是 什么 棉花糖 啊 物 <CL> 去,块,种,-1.7972660064697266,"种, 等, 发","-1.7973, -2.4431, -2.5807"
1601,明天 上 完 最后 一 <CL> 班 !,个,本,-2.0277397632598877,"本, 个, 下","-2.0277, -2.4155, -2.7766"
1602,", 我 投给 了 金贤 重 这 3 <CL> 选项 。",个,位,-0.9264289140701294,"位, 个, 名","-0.9264, -1.1532, -2.5946"
1603,", 我 投给 了 文科 给力 这 1 <CL> 选项 。",个,个,-0.8191472291946411,"个, 名, 位","-0.8191, -2.3160, -3.0042"
1604,"江西 九江 龙 凤 胎 一 死 一 伤 1 月 10 日 , 都 昌 周溪镇 家家福 超市 门 前 摆放 着 一 <CL> 男婴 尸体 , 身边 是 圣元 优 博 奶粉 。",具,辆,-1.1354464292526245,"辆, 起, 批","-1.1354, -1.9165, -2.8283"
1605,"小 废物 于 大 废物 没有 分开 , 只是 她们 去 了 另外 一 <CL> 空间 。",个,个,-0.9077968001365662,"个, 家, 处","-0.9078, -1.9134, -2.0019"
1606,"我 今天 从 龙湖 西苑 走路 到 软件园 , 那 不 是 一般 两 <CL> 的 远 。",般,个,-1.229703664779663,"个, 次, 条","-1.2297, -1.9353, -2.6545"
1607,2012 春运 我 觉得 28 <CL> 放票 就 该 实名制 怎么 就 不 怕 垄断 老百姓 就 不 怕 买 不 到 票 了,号,个,-1.0440937280654907,"个, 号, 分","-1.0441, -2.0652, -2.2656"
1608,推荐 一 <CL> 纯 音乐 风 居住 的 街道 风住街,曲,下,-2.142423391342163,"下, 般, 家","-2.1424, -2.3179, -2.3705"
1609,今 个儿 终于 睡 了 <CL> 懒觉 。,个,个,-1.1401647329330444,"个, 起, 些","-1.1402, -2.7239, -3.2843"
1610,对 说亲 你 加 我们 QQ 群 一起 玩 你 画 我 猜 我们 需要 你 这 <CL> 高 玩 !,位,个,-0.6501983404159546,"个, 样, 些","-0.6502, -1.5724, -2.8366"
1611,逗 馒头 大 笑 秘笈 1 做 鬼 脸 2 <CL> 怪声 3 做 鬼 脸 加发 怪声 。,发,个,-2.5143778324127197,"个, 张, 下","-2.5144, -2.5324, -2.7843"
1612,"南方 周末 在 哈佛 谈 辛亥 辛亥 革命 100 周年 , 正 值 哈佛 建校 375 年 纪念 , 哈佛 大学 一 周 之内 连续 举办 了 两 <CL> 有关 辛亥 革命 的 研讨会 。",场,次,-0.5392698049545288,"次, 场, 届","-0.5393, -1.7040, -1.8498"
1613,", 我 投给 了 王珞丹 据说 开场 舞 这 1 <CL> 选项 。",个,个,-1.4052884578704834,"个, 首, 张","-1.4053, -2.3662, -2.7087"
1614,"在 我 生日 这 一 天 替 你 许 <CL> 愿 , 祝 你 有 风 无 浪 你 懂 的 !",个,下,-0.07022219896316528,"下, 声, 道","-0.0702, -4.4428, -4.5631"
1615,iPhone 4S 今日 开售 看 着 那些 排队 去 买 4 s 的 人 真的 跟 穷 二 <CL> 没什么 两样,代,代,-2.0631844997406006,"代, 家, 楼","-2.0632, -2.5415, -2.8191"
1616,"成 一 <CL> 人物 小品 , 款 为 诸法无相 , 能 除 一切 苦 。",张,本,-2.541592597961426,"本, 个, 行","-2.5416, -2.6757, -2.6944"
1617,下午 三节 课 两 <CL> 课 看 电影 哈哈,节,节,-1.0406110286712646,"节, 个, 下","-1.0406, -1.2170, -2.8633"
1618,"想到 我 八月 了 的 大 熱天 下午 三點 去 拿 花 , 三 <CL> 去 仟吉領 蛋糕 , 自己 選半天 的 香水 和 裙子 , 為除 了 我 媽以外 的 人 策划 半個月 的 生日 。",次,分,-1.1802268028259277,"分, 点, 餐","-1.1802, -2.5206, -2.7258"
1619,U <CL> 坏 左 啊 。,盘,家,-2.93579363822937,"家, 所, 下","-2.9358, -3.0380, -3.0860"
1620,"一 脸 错愕 的 司机 和 一 <CL> 你 看 我 干嘛 的 我 对视 了 良久 , 我 才 啊啊 啊啊 啊 莫 不 是 天 太 冷 把 脑子 冻坏 了",脸,家,-2.427213430404663,"家, 起, 个","-2.4272, -2.6503, -2.8479"
1621,颠沛流离 两 <CL> 半 小时 终于 从 虎门 回到 南城,个,头,-2.1003966331481934,"头, 次, 眼","-2.1004, -2.2004, -2.3023"
1622,"总局 不 让 拍 穿 越剧 , 这 春晚 就 弄 出来 一 <CL> 批判 穿越 的",个,个,-0.6863071322441101,"个, 套, 部","-0.6863, -2.0483, -2.0557"
1623,"想到 那些 成绩 优秀 的 , 比 自己 强 的 都 是 从 小 生活 在 音乐 的 环境 里 , 我 的 童年 却 是 八 <CL> 环书 , 所谓 的 知识 的 海洋 。",面,个,-0.7047327756881714,"个, 分, 点","-0.7047, -2.1733, -2.5788"
1624,"跟 聊 了 3 <CL> 小时 的 电话 , 从 高中 认识 聊 到 现在 的 生活 , 能 跟 你 一起 走 过 , 笑 过 , 哭过 的 朋友 真的 不 多 珍惜 所有 我爱 的 你们",个,次,-0.21535803377628326,"次, 回, 篇","-0.2154, -3.4759, -3.7956"
1625,"4 刘禅 的 经历 告诉 我们 富 二 <CL> 自己 没有 本事 , 即使 有 再 牛 的 职业 经理人 也 难免 被 兼并 的 命运 。",代,代,-0.0010041866917163134,"代, 路, 辈","-0.0010, -9.3673, -9.4283"
1626,三 <CL> 奖 出现,等,部,-2.268049955368042,"部, 家, 本","-2.2680, -2.3103, -2.3948"
1627,"拉倒 , 一 <CL> 人 怎么 做 !",个,下,-1.250739336013794,"下, 次, 把","-1.2507, -1.6972, -2.2674"
1628,成 <CL> 巡逻队 甘,个,本,-2.48648738861084,"本, 个, 行","-2.4865, -2.7312, -3.0215"
1629,就 这个 灰机 让 我 等 了 十五 <CL> 小时,个,分,-0.22935278713703156,"分, 个, 次","-0.2294, -2.2150, -3.4356"
1630,"春运 期间 数十亿 <CL> 的 流动 , 怎么 弄 也 运 不 完 。",人次,个,-1.6256461143493652,"个, 次, 名","-1.6256, -2.0683, -2.2706"
1631,只 係饮 左 一 <CL> 块面 就 红 到 马骝屎 忽咁 打工 的 孩子 伤 不 起 呀,罐,杯,-1.2234169244766235,"杯, 瓶, 碗","-1.2234, -2.3802, -2.6529"
1632,"每 <CL> 月 总 有 那么 几 天 心情 不 好 , 别 惹 我",个,家,-2.384026527404785,"家, 个, 本","-2.3840, -2.5245, -2.6322"
1633,上传 了 15 <CL> 照片 到 相册 高高 高丽棒,张,本,-1.7934257984161377,"本, 个, 片","-1.7934, -2.4193, -2.6308"
1634,"今天 一 <CL> 男 的 问 我 要 照片 , 我 多 羞涩 的 给 他 说 我 长 得 太 丑 了 , 冒 得 勇气 照相 啊 。",个,本,-1.2988221645355225,"本, 下, 家","-1.2988, -2.6660, -2.6910"
1635,"一 夜 醒来 , 满 眼 银装素裹 , 白色 雪 下 , 一 <CL> 红 花 含苞 待放",枝,片,-1.246073603630066,"片, 个, 阵","-1.2461, -1.7862, -2.9410"
1636,坤記 果然 無改錯 <CL> 明顯 是 人 的,名,版,-1.769775629043579,"版, 下, 本","-1.7698, -2.5406, -2.7207"
1637,本 想 来 <CL> 优雅 淡定 的 旅途 的 。,个,本,-0.2445487529039383,"本, 个, 则","-0.2445, -3.2788, -4.7091"
1638,十二 星座 隐藏 最 深 的 一 <CL> 白羊座 很 居家 金牛座 耍心眼 双 子座 默默 落泪 巨蟹座 超级 冒险 家 狮子座 装傻 处 女座 花心 好色 天秤座 小气 鬼 兼 007 天蝎座 常 被 骗 射手座 原则 不 改 摩羯座 浪漫 多情 水瓶座 低调 双 鱼座 理性 的 工作狂 点 开大 图 更 精彩,面,点,-1.0448534488677979,"点, 个, 颗","-1.0449, -1.4967, -2.2820"
1639,"寒潭 锦鲤 , 始终 热爱 这 <CL> 清冽 深潭 独自 游弋 的 小 鱼 。",尾,个,-1.0772560834884644,"个, 种, 些","-1.0773, -2.1895, -2.2372"
1640,"真 幸福 , 跟 弟弟 去扫 了 些 吃 的 , 哈哈哈 那 是 一 <CL> 劲儿 的 高兴 啊 !",个,个,-1.3037153482437134,"个, 家, 次","-1.3037, -1.7997, -3.0378"
1641,"原来 跟 超市 收银员 , 差头 司机 这些 不 认识 的 人 说 新年 快乐 是 <CL> 很 快乐 的 事 啊 !",件,个,-1.102325201034546,"个, 对, 只","-1.1023, -1.1257, -2.5369"
1642,镜中 张枣 只要 想起 一 生 中 后悔 的 事 梅花 便落 了 下来 比如 看 她 游泳 到 河 的 另 一 岸 比如 登上 一 <CL> 松木 梯子 危险 的 事 固然 美丽 不如 看 她 骑 马 归来 面颊 温暖 羞涩 。,株,座,-0.7429635524749756,"座, 艘, 个","-0.7430, -1.8217, -2.0189"
1643,我 一定 是 傻 了 玩 这么 <CL> 毫 无 营养 的 游戏 玩 到 现在 都 这么 晚 了 赶紧 睡觉 去,个,样,-1.6322195529937744,"样, 个, 下","-1.6322, -2.1755, -2.6854"
1644,"乔布斯 表示 不 甘 示弱 视频 比尔盖茨 向 我国 人民 拜年 恭贺 新 禧 新春 之 际 , 微软 创始人 比尔盖茨 也 不 忘 向 中国 人民 恭贺 新禧 , 道 一 <CL> 春节 快乐 。",声,声,-0.47709545493125916,"声, 句, 个","-0.4771, -2.3632, -2.6103"
1645,"对 鞋 湿嗮 , 浸嗮 水 , 今日仲 提前 买佐 <CL> 饭 返工 , 返 到 餐厅 换 完衫 , 跟 着 就 俾人 cut 佐班 。",个,名,-2.6667966842651367,"名, 本, 面","-2.6668, -3.1166, -3.1656"
1646,"又 是 一 <CL> 闪电 , 将 眼 前 的 树林 照 得 如 白昼 , 赵辰 的 心 跳动 得 如 叶尖 急速 滴落 的 雨点 一样 快 。",道,次,-2.5934860706329346,"次, 个, 所","-2.5935, -2.7720, -2.8439"
1647,只有 我 和 白薯 二 <CL> 人 。,个,位,-1.6276451349258423,"位, 代, 手","-1.6276, -2.3964, -2.4808"
1648,"昨儿 和 LG 去 血 拼 了 一下 , 哈哈 收获 木 老老滴有哇 , 给 我 从 内 到 外 都 买 新 得 了 , 哈哈 , 不过 可 怜 <CL> LG 大大 的 出血 呀",滴,家,-2.064478635787964,"家, 下, 点","-2.0645, -2.3098, -2.6415"
1649,"同 看 那些 年 , 我 們一起 追 的 女孩 雖然 我們 很 失望 , 因為 把 好看 的 三 <CL> 鐘刪 了 但 我 們懷 著 好看 的 心情 去 看 的 。",分,部,-0.8888720273971558,"部, 集, 本","-0.8889, -1.8872, -1.9920"
1650,"我 参与 了 发起 的 投票 你 希望 龙俊亨 和 具荷拉 在一起 吗 , 我 投给 了 只要 龙 喜欢 这 1 <CL> 选项 。",个,个,-0.9440462589263916,"个, 张, 位","-0.9440, -1.5916, -2.6589"
1651,"大家 都 写 字 画画 的 , 偶 就 来 放 <CL> 孔明 灯 吧 !",个,点,-0.9045161008834839,"点, 个, 些","-0.9045, -1.4904, -2.2706"
1652,讨厌 这 <CL> 不 下雨 地上 还 湿湿 的 天气 。,种,个,-1.0827014446258545,"个, 样, 些","-1.0827, -1.7283, -2.2519"
1653,"某 人 用完 我 手机 后 , 我 QQ 头像 变成 一 <CL> 奶牛 和 一 草原 了",头,个,-0.35395166277885437,"个, 张, 种","-0.3540, -1.7824, -3.9719"
1654,"大半夜 的 竟然 还 有 很多 加 V 的 的 童鞋们 没有 睡觉 大部分 还 是 官方 微博 真的 很 想 问 一 <CL> 亲 大半夜 的 加班 , 有 3 倍 工资么 ?",句,下,-0.18862852454185486,"下, 个, 句","-0.1886, -2.6605, -3.0393"
1655,这里 向 您 推荐 一 <CL> 隐藏 餐厅 的 设计 方案 。,个,本,-2.4970266819000244,"本, 个, 家","-2.4970, -2.7561, -2.8694"
1656,烦 得 一 <CL> CNM,笔,个,-1.9524537324905396,"个, 家, 等","-1.9525, -2.3179, -3.0133"
1657,"第一 <CL> 专门 录视频 , 讲 得 自己 都 没有 信心 了 。",次,家,-2.239959716796875,"家, 部, 本","-2.2400, -2.2920, -2.4738"
1658,最后 一 <CL> 班会 。,个,家,-2.6971869468688965,"家, 本, 部","-2.6972, -2.7776, -3.2487"
1659,明天 要 知道 语文 成绩 了 怎么 办 一 想到 改卷 老师 会 耻笑 我 的 作文 水平 是 如此 低下 我 就 想 滚 地 明天 会 不 会 被 肥强 和 思娟 骂 <CL> 狗血淋头 呢 但 愿 不 会 吧 求全 级 前 50,个,个,-0.9500406980514526,"个, 下, 脸","-0.9500, -2.5823, -2.8945"
1660,"下班 前 在 58 上 发 了 一 <CL> 雷 人 的 招聘 , 结果 奇迹般 在 回家 的 路 上 就 接到 面试者 的 电话 问 应聘 邮箱 。",则,发,-1.9506850242614746,"发, 个, 间","-1.9507, -2.2778, -3.0072"
1661,"在 睡觉 的 时候 来 <CL> 电话 , 你 想 怎样 。",个,回,-1.1328437328338623,"回, 下, 起","-1.1328, -2.1212, -2.1555"
1662,"妈 的 真想 换 <CL> 号码 都 这么 晚 了 还 吵 无聊 , 幼稚",个,个,-2.7320945262908936,"个, 次, 等","-2.7321, -2.7868, -2.9088"
1663,一 <CL> 人 在 赌博 老家 每 天 都 能 看到 这个,堆,部,-2.274672031402588,"部, 家, 本","-2.2747, -2.3137, -2.3768"
1664,"老爸 你 说 的 是 真的 还 是 假 的 , 你 说 给 我 弄 <CL> 爱 疯 4S 是 真的 还 是 假 的 啊",个,个,-0.6139203906059265,"个, 点, 下","-0.6139, -2.1688, -2.1714"
1665,在 你 寂寞 无助 的 时候 给 你 <CL> 关怀 !,丝,发,-1.7763081789016724,"发, 帮, 把","-1.7763, -2.0241, -2.1609"
1666,"首先 , 先 将 隔离 霜倒 一些 在 手心 回温 , 一 <CL> 的 用量 大概 是 1 元 硬币 的 大小 。",次,般,-0.575385570526123,"般, 次, 起","-0.5754, -2.5700, -2.7577"
1667,"看 了 微 电影 我 愿意 , 感觉 那 <CL> 导演 很 白痴 。",个,个,-1.1063531637191772,"个, 种, 些","-1.1064, -1.2260, -1.6083"
1668,你 在 有 奖 转发 活动 祝福 拾衣网 正式 上线 转发 有 礼 中 抽 中 一 <CL> 奖 价值 1000 元 时尚 靓包 中 奖 编号 3738440 。,等,个,-1.1414484977722168,"个, 份, 张","-1.1414, -2.4553, -2.6109"
1669,今天 了 了 <CL> 心事 。,桩,家,-2.049424171447754,"家, 个, 本","-2.0494, -2.1121, -2.5396"
1670,准备 睡觉 系列 睡眼 朦胧 头发 乱 <CL> 睡衣 调 小 浓,笼,发,-0.863671064376831,"发, 头, 码","-0.8637, -2.8137, -2.9739"
1671,"岁月 轮回 , 繁华 殆尽 , 不 变 的 仍 是 自己 那 <CL> 不 服输 的 心 ?",颗,个,-1.1827322244644165,"个, 颗, 份","-1.1827, -1.3883, -1.7310"
1672,"看 完 电影 回家 已经 十二点 多 了 , 电梯 一 <CL> 处 站 了 不少 人 。",楼,楼,-0.8162445425987244,"楼, 层, 下","-0.8162, -1.3897, -2.5305"
1673,"为了 拥有 一 <CL> 随时 可秀 的 美腿 , 可 得 勤加练习 , 做好 每 日 的 必修 课 哦 !",双,所,-2.345306396484375,"所, 个, 名","-2.3453, -2.4828, -2.9679"
